Query portable_operating_systems.txt(12)
RANK ID SCORE RELEVANCE_LEVEL PRECISION RECALL NDCG
61 1647 0.15825933 0 0.0655737704918 0.8 0.569670751935
62 2095 0.15825933 0 0.0645161290323 0.8 0.569670751935
63 2582 0.15825933 0 0.0634920634921 0.8 0.569670751935
64 2972 0.15825933 0 0.0625 0.8 0.569670751935
65 3006 0.15825933 0 0.0615384615385 0.8 0.569670751935
66 3050 0.15825933 0 0.0606060606061 0.8 0.569670751935
67 3105 0.15825933 0 0.0597014925373 0.8 0.569670751935
68 1069 0.14430283 0 0.0588235294118 0.8 0.569670751935
69 1755 0.14430283 0 0.0579710144928 0.8 0.569670751935
70 2796 0.14430283 0 0.0571428571429 0.8 0.569670751935
71 1517 0.12660746 0 0.056338028169 0.8 0.569670751935
72 1810 0.12660746 0 0.0555555555556 0.8 0.569670751935
73 1854 0.12660746 0 0.0547945205479 0.8 0.569670751935
74 1877 0.12660746 0 0.0540540540541 0.8 0.569670751935
75 2342 0.12660746 0 0.0533333333333 0.8 0.569670751935
76 2535 0.12660746 0 0.0526315789474 0.8 0.569670751935
77 2542 0.12660746 0 0.0519480519481 0.8 0.569670751935
78 2849 0.12660746 0 0.0512820512821 0.8 0.569670751935
79 3002 0.12660746 0 0.0506329113924 0.8 0.569670751935
80 1050 0.10307345 0 0.05 0.8 0.569670751935
81 1472 0.10203751 0 0.0493827160494 0.8 0.569670751935
82 1591 0.092191696 0 0.0487804878049 0.8 0.569670751935
83 2357 0.08926423 0 0.0481927710843 0.8 0.569670751935
84 2868 0.08926423 0 0.047619047619 0.8 0.569670751935
85 2920 0.08926423 0 0.0470588235294 0.8 0.569670751935
86 18 0.08829741 0 0.046511627907 0.8 0.569670751935
87 25 0.08829741 0 0.0459770114943 0.8 0.569670751935
88 597 0.08829741 0 0.0454545454545 0.8 0.569670751935
89 652 0.08829741 0 0.0449438202247 0.8 0.569670751935
90 1360 0.08829741 0 0.0444444444444 0.8 0.569670751935
91 1464 0.08746072 0 0.043956043956 0.8 0.569670751935
92 2311 0.08637957 0 0.0434782608696 0.8 0.569670751935
93 2407 0.08637957 0 0.0430107526882 0.8 0.569670751935
94 2345 0.08110635 0 0.0425531914894 0.8 0.569670751935
95 2583 0.07804462 0 0.0421052631579 0.8 0.569670751935
96 238 0.07726023 0 0.0416666666667 0.8 0.569670751935
97 651 0.07726023 0 0.0412371134021 0.8 0.569670751935
98 795 0.07726023 0 0.0408163265306 0.8 0.569670751935
99 1912 0.07726023 0 0.040404040404 0.8 0.569670751935
100 2690 0.07726023 0 0.04 0.8 0.569670751935
