RANK ID SCORE RELEVANCE_LEVEL PRECISION RECALL NDCG
39 1342 0.28207406 0 0.205128205128 0.727272727273 0.749326948284
40 1660 0.28207406 0 0.2 0.727272727273 0.749326948284
41 1952 0.28207406 0 0.19512195122 0.727272727273 0.749326948284
42 2325 0.28207406 0 0.190476190476 0.727272727273 0.749326948284
43 2342 0.2644649 0 0.186046511628 0.727272727273 0.749326948284
44 2851 0.2644649 0 0.181818181818 0.727272727273 0.749326948284
45 2401 0.25606704 0 0.177777777778 0.727272727273 0.749326948284
46 2865 0.25606704 0 0.173913043478 0.727272727273 0.749326948284
47 3059 0.25606704 0 0.170212765957 0.727272727273 0.749326948284
48 2080 0.2508934 0 0.166666666667 0.727272727273 0.749326948284
49 3073 0.2508934 0 0.163265306122 0.727272727273 0.749326948284
50 1374 0.2468148 0 0.16 0.727272727273 0.749326948284
51 1851 0.2468148 0 0.156862745098 0.727272727273 0.749326948284
52 1953 0.2468148 0 0.153846153846 0.727272727273 0.749326948284
53 2226 0.2468148 0 0.150943396226 0.727272727273 0.749326948284
54 2417 0.2468148 0 0.148148148148 0.727272727273 0.749326948284
55 2725 0.2468148 0 0.145454545455 0.727272727273 0.749326948284
56 2830 0.2468148 0 0.142857142857 0.727272727273 0.749326948284
57 1551 0.2442833 0 0.140350877193 0.727272727273 0.749326948284
58 1569 0.2365446 0 0.137931034483 0.727272727273 0.749326948284
59 3044 0.2365446 0 0.135593220339 0.727272727273 0.749326948284
60 2884 0.23321806 0 0.133333333333 0.727272727273 0.749326948284
61 2902 0.21591799 0 0.131147540984 0.727272727273 0.749326948284
62 2950 0.21591799 0 0.129032258065 0.727272727273 0.749326948284
63 3166 0.21591799 0 0.126984126984 0.727272727273 0.749326948284
64 1658 0.21155554 0 0.125 0.727272727273 0.749326948284
65 2025 0.21155554 0 0.123076923077 0.727272727273 0.749326948284
66 2222 0.21155554 0 0.121212121212 0.727272727273 0.749326948284
67 2362 0.21155554 0 0.119402985075 0.727272727273 0.749326948284
68 2505 0.21155554 0 0.117647058824 0.727272727273 0.749326948284
69 2863 0.21155554 0 0.115942028986 0.727272727273 0.749326948284
70 2942 0.21155554 0 0.114285714286 0.727272727273 0.749326948284
71 3061 0.21155554 0 0.112676056338 0.727272727273 0.749326948284
72 2740 0.20907786 0 0.111111111111 0.727272727273 0.749326948284
73 1008 0.20697652 0 0.109589041096 0.727272727273 0.749326948284
74 1200 0.20697652 0 0.108108108108 0.727272727273 0.749326948284
75 1380 0.20697652 0 0.106666666667 0.727272727273 0.749326948284
76 2727 0.20697652 0 0.105263157895 0.727272727273 0.749326948284
77 1747 0.20485362 0 0.103896103896 0.727272727273 0.749326948284
78 1846 0.20485362 0 0.102564102564 0.727272727273 0.749326948284
79 2175 0.20485362 0 0.101265822785 0.727272727273 0.749326948284
80 2195 0.20485362 0 0.1 0.727272727273 0.749326948284
81 1873 0.19945648 0 0.0987654320988 0.727272727273 0.749326948284
82 2272 0.19945648 0 0.0975609756098 0.727272727273 0.749326948284
83 1924 0.19710524 0 0.0963855421687 0.727272727273 0.749326948284
84 2146 0.19710524 0 0.0952380952381 0.727272727273 0.749326948284
85 2273 0.19710524 0 0.0941176470588 0.727272727273 0.749326948284
86 2283 0.19710524 0 0.093023255814 0.727272727273 0.749326948284
87 2903 0.19710524 0 0.0919540229885 0.727272727273 0.749326948284
88 3006 0.19710524 0 0.0909090909091 0.727272727273 0.749326948284
89 1392 0.18321247 0 0.0898876404494 0.727272727273 0.749326948284
90 2490 0.18321247 0 0.0888888888889 0.727272727273 0.749326948284
91 2679 0.18321247 0 0.0879120879121 0.727272727273 0.749326948284
92 2997 0.18321247 0 0.0869565217391 0.727272727273 0.749326948284
93 1341 0.17740844 0 0.0860215053763 0.727272727273 0.749326948284
94 1471 0.17740844 0 0.0851063829787 0.727272727273 0.749326948284
95 1536 0.17740844 0 0.0842105263158 0.727272727273 0.749326948284
96 1554 0.17740844 0 0.0833333333333 0.727272727273 0.749326948284
97 1603 0.17740844 0 0.0824742268041 0.727272727273 0.749326948284
98 1960 0.17740844 0 0.0816326530612 0.727272727273 0.749326948284
99 2376 0.17740844 0 0.0808080808081 0.727272727273 0.749326948284
100 2514 0.17740844 0 0.08 0.727272727273 0.749326948284
