Query code_optimization_for_space_efficiency.txt(13)
RANK ID SCORE RELEVANCE_LEVEL PRECISION RECALL NDCG
35 1289 0.23872675 0 0.114285714286 0.363636363636 0.538848194545
36 2856 0.23869254 0 0.111111111111 0.363636363636 0.538848194545
37 2433 0.2343761 0 0.108108108108 0.363636363636 0.538848194545
38 1234 0.23171574 0 0.105263157895 0.363636363636 0.538848194545
39 2701 0.22340249 0 0.102564102564 0.363636363636 0.538848194545
40 1901 0.22280309 0 0.1 0.363636363636 0.538848194545
41 66 0.2207178 0 0.0975609756098 0.363636363636 0.538848194545
42 1757 0.21100663 0 0.0952380952381 0.363636363636 0.538848194545
43 1542 0.21061689 0 0.093023255814 0.363636363636 0.538848194545
44 2133 0.2102991 0 0.0909090909091 0.363636363636 0.538848194545
45 1275 0.20888591 0 0.0888888888889 0.363636363636 0.538848194545
46 1414 0.20888591 0 0.0869565217391 0.363636363636 0.538848194545
47 2835 0.20701887 0 0.0851063829787 0.363636363636 0.538848194545
48 149 0.20604253 0 0.0833333333333 0.363636363636 0.538848194545
49 1670 0.20255527 0 0.0816326530612 0.363636363636 0.538848194545
50 1992 0.20255527 0 0.08 0.363636363636 0.538848194545
51 2722 0.19925252 0 0.078431372549 0.363636363636 0.538848194545
52 2745 0.19869836 0 0.0769230769231 0.363636363636 0.538848194545
53 2734 0.19712423 0 0.0754716981132 0.363636363636 0.538848194545
54 2530 0.182426 0 0.0740740740741 0.363636363636 0.538848194545
55 3129 0.17914577 0 0.0727272727273 0.363636363636 0.538848194545
56 1065 0.17904507 0 0.0714285714286 0.363636363636 0.538848194545
57 2586 0.17904507 0 0.0701754385965 0.363636363636 0.538848194545
58 48 0.17705749 0 0.0689655172414 0.363636363636 0.538848194545
59 1362 0.17705749 0 0.0677966101695 0.363636363636 0.538848194545
60 2711 0.17562622 0 0.0666666666667 0.363636363636 0.538848194545
61 2078 0.17525479 0 0.0655737704918 0.363636363636 0.538848194545
62 1807 0.17389299 1 0.0806451612903 0.454545454545 0.56914439392
63 1223 0.16849889 1 0.0952380952381 0.545454545455 0.599323592627
64 1235 0.16849351 0 0.09375 0.545454545455 0.599323592627
65 3083 0.16805974 0 0.0923076923077 0.545454545455 0.599323592627
66 1369 0.1652318 0 0.0909090909091 0.545454545455 0.599323592627
67 1204 0.15765558 0 0.089552238806 0.545454545455 0.599323592627
68 2645 0.15531684 0 0.0882352941176 0.545454545455 0.599323592627
69 2892 0.15143192 0 0.0869565217391 0.545454545455 0.599323592627
70 1708 0.14958504 0 0.0857142857143 0.545454545455 0.599323592627
71 93 0.14920422 0 0.0845070422535 0.545454545455 0.599323592627
72 2389 0.14902377 0 0.0833333333333 0.545454545455 0.599323592627
73 2863 0.14902377 0 0.0821917808219 0.545454545455 0.599323592627
74 1652 0.14447135 0 0.0810810810811 0.545454545455 0.599323592627
75 1676 0.14430216 0 0.08 0.545454545455 0.599323592627
76 2836 0.14363311 0 0.0789473684211 0.545454545455 0.599323592627
77 2524 0.1414585 0 0.0779220779221 0.545454545455 0.599323592627
78 1465 0.14062324 0 0.0769230769231 0.545454545455 0.599323592627
79 2126 0.13736168 0 0.0759493670886 0.545454545455 0.599323592627
80 1523 0.13666514 0 0.075 0.545454545455 0.599323592627
81 2230 0.13616587 0 0.0740740740741 0.545454545455 0.599323592627
82 1331 0.13049494 0 0.0731707317073 0.545454545455 0.599323592627
83 2498 0.12899466 0 0.0722891566265 0.545454545455 0.599323592627
84 794 0.12837842 0 0.0714285714286 0.545454545455 0.599323592627
85 2344 0.12832725 0 0.0705882352941 0.545454545455 0.599323592627
86 2950 0.12738773 0 0.0697674418605 0.545454545455 0.599323592627
87 124 0.12612447 0 0.0689655172414 0.545454545455 0.599323592627
88 1551 0.12612447 1 0.0795454545455 0.636363636364 0.627250123813
89 1270 0.12610741 0 0.0786516853933 0.636363636364 0.627250123813
90 1352 0.12610741 0 0.0777777777778 0.636363636364 0.627250123813
91 1429 0.12610741 0 0.0769230769231 0.636363636364 0.627250123813
92 2365 0.12610741 0 0.0760869565217 0.636363636364 0.627250123813
93 2816 0.12418647 0 0.0752688172043 0.636363636364 0.627250123813
94 2249 0.12392385 0 0.0744680851064 0.636363636364 0.627250123813
95 1030 0.123168595 0 0.0736842105263 0.636363636364 0.627250123813
96 693 0.12267449 0 0.0729166666667 0.636363636364 0.627250123813
97 1786 0.121533155 0 0.0721649484536 0.636363636364 0.627250123813
98 3175 0.121533155 0 0.0714285714286 0.636363636364 0.627250123813
99 3064 0.121411726 0 0.0707070707071 0.636363636364 0.627250123813
100 164 0.12103897 0 0.07 0.636363636364 0.627250123813
